Segment_ID,Source_ID,Link_Label,Candidate_URL,Machine_Readable_Extension,PDF_Extension,Fetched_In_v0_29,Candidate_Only_Not_Authority
MX_IPC,BMV_SPECIAL_INFORMATION,Download,"https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Constituent´s Review IMeBz, IMeBz México and IMeBz Brasil - Official number of shares February 2016.pdf",False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Constituent´s Review BMV Brasil 15 - Official number of shares February 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Constituent´s Review IPC Sustentable - Official number of shares February 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review IPC Sustentable - February 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review BMV Brasil 15 - February 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/BMV Rentable Index Contituents Review - Official Weightings December 2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/BMV Rent Index Contituents Review - Official Number of Shares December2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review BMV Rentable December 2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Composite Family Contituents Review - Official Weightings November 2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/BMV Fibras Index Contituents Review - Official Weightings November 2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/BMVFibras Index Contituents Review Official Number of Shares _ November 2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Composite Family Contituents Review Official Number of Shares _ November 2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review BMV Fibras November 2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review BMV Composite Family Index November 2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/BMV Fibras Index - Contituents Review Official Weightings October2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/BMVFibras Index Contituents Review Official Number of Shares _ October 2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review BMV Fibras October 2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/IMC30 & BMV Dividendos - Contituents Review Official Weightings September 2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,"https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/INMEX, DI, DD and IDIPC - Contituents Review Official Weightings September 2015.pdf",False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/IPC Contituents Review - Official Number Weightings September 2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,"https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/INMEX, DI, DD and IDIPC - Contituents Review Official Number of Shares September 2015.pdf",False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/IPC Contituents Review - Official Number of Shares September 2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/IMC30 & BMV Dividendos - Contituents Review Official Number of Shares September 2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview_Constituents Review_INMEX_September2015.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview_Constituents Review_IPC_September2015.pdf,False,True,False,True
