Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Evidence_Cohort,Source_ID,Instrument_Type,History_State,History_Observation_Count,History_Valid_Observation_Count,Liquidity_State,Liquidity_Bucket,Usable20,MedianTurnover20_EUR,Eligibility_DryRun,Stage_U_Status
719,WSSEC:WS:XNYS:MMS,WS:XNYS:MMS,XNYS,MMS,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,24639204.180171,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
720,WSSEC:WS:XNYS:MO,WS:XNYS:MO,XNYS,MO,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,552989887.17,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
721,WSSEC:WS:XNYS:MOGA,WS:XNYS:MOGA,XNYS,MOGA,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,70478938.184261,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
722,WSSEC:WS:XNYS:MOH,WS:XNYS:MOH,XNYS,MOH,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,93598359.067743,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
723,WSSEC:WS:XNYS:MOS,WS:XNYS:MOS,XNYS,MOS,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,152078643.76,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
724,WSSEC:WS:XNYS:MP,WS:XNYS:MP,XNYS,MP,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,216810430.432963,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
725,WSSEC:WS:XNYS:MPC,WS:XNYS:MPC,XNYS,MPC,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,730947478.56,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
726,WSSEC:WS:XNYS:MRK,WS:XNYS:MRK,XNYS,MRK,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,1152172853.09,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
727,WSSEC:WS:XNYS:MS,WS:XNYS:MS,XNYS,MS,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,696633741.31,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
728,WSSEC:WS:XNYS:MSA,WS:XNYS:MSA,XNYS,MSA,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,33996122.384532,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
729,WSSEC:WS:XNYS:MSCI,WS:XNYS:MSCI,XNYS,MSCI,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,247129407.11,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
730,WSSEC:WS:XNYS:MSI,WS:XNYS:MSI,XNYS,MSI,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,358895810.64,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
731,WSSEC:WS:XNYS:MSM,WS:XNYS:MSM,XNYS,MSM,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,59675658.370059,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
732,WSSEC:WS:XNYS:MTB,WS:XNYS:MTB,XNYS,MTB,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,167017293.68,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
733,WSSEC:WS:XNYS:MTD,WS:XNYS:MTD,XNYS,MTD,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,179872822.3,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
734,WSSEC:WS:XNYS:MTDR,WS:XNYS:MTDR,XNYS,MTDR,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,88561482.633989,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
735,WSSEC:WS:XNYS:MTG,WS:XNYS:MTG,XNYS,MTG,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,42924881.478263,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
736,WSSEC:WS:XNYS:MTN,WS:XNYS:MTN,XNYS,MTN,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,74056681.950118,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
737,WSSEC:WS:XNYS:MTZ,WS:XNYS:MTZ,XNYS,MTZ,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,310273322.506442,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
738,WSSEC:WS:XNYS:MUR,WS:XNYS:MUR,XNYS,MUR,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,46331962.584127,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
739,WSSEC:WS:XNYS:MUSA,WS:XNYS:MUSA,XNYS,MUSA,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,121658807.096331,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
740,WSSEC:WS:XNYS:NEM,WS:XNYS:NEM,XNYS,NEM,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,787699548.62,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
741,WSSEC:WS:XNYS:NEU,WS:XNYS:NEU,XNYS,NEU,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,90987754.851389,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
742,WSSEC:WS:XNYS:NFG,WS:XNYS:NFG,XNYS,NFG,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,32565630.924402,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
743,WSSEC:WS:XNYS:NI,WS:XNYS:NI,XNYS,NI,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,190163965.96,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
744,WSSEC:WS:XNYS:NJR,WS:XNYS:NJR,XNYS,NJR,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,25879319.317410,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
745,WSSEC:WS:XNYS:NKE,WS:XNYS:NKE,XNYS,NKE,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,840046076.03,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
746,WSSEC:WS:XNYS:NOC,WS:XNYS:NOC,XNYS,NOC,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,323297265.51,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
747,WSSEC:WS:XNYS:NOV,WS:XNYS:NOV,XNYS,NOV,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,52029224.624922,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
748,WSSEC:WS:XNYS:NOW,WS:XNYS:NOW,XNYS,NOW,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,1836583148.67,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
749,WSSEC:WS:XNYS:NRG,WS:XNYS:NRG,XNYS,NRG,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,225746528.97,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
750,WSSEC:WS:XNYS:NSC,WS:XNYS:NSC,XNYS,NSC,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,334465910.69,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
751,WSSEC:WS:XNYS:NUE,WS:XNYS:NUE,XNYS,NUE,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,253111495.42,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
752,WSSEC:WS:XNYS:NVR,WS:XNYS:NVR,XNYS,NVR,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,176814578.02,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
753,WSSEC:WS:XNYS:NVST,WS:XNYS:NVST,XNYS,NVST,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,52444401.881803,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
754,WSSEC:WS:XNYS:NVT,WS:XNYS:NVT,XNYS,NVT,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,261812425.073548,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
755,WSSEC:WS:XNYS:NYT,WS:XNYS:NYT,XNYS,NYT,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,123869220.228965,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
756,WSSEC:WS:XNYS:OC,WS:XNYS:OC,XNYS,OC,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,120288666.737122,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
757,WSSEC:WS:XNYS:OGE,WS:XNYS:OGE,XNYS,OGE,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,56888965.454122,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
758,WSSEC:WS:XNYS:OGS,WS:XNYS:OGS,XNYS,OGS,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,30203242.838418,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
759,WSSEC:WS:XNYS:OKE,WS:XNYS:OKE,XNYS,OKE,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,266350121.48,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
760,WSSEC:WS:XNYS:OLN,WS:XNYS:OLN,XNYS,OLN,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,41025385.900138,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
761,WSSEC:WS:XNYS:OMC,WS:XNYS:OMC,XNYS,OMC,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,144703780.81,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
762,WSSEC:WS:XNYS:ONTO,WS:XNYS:ONTO,XNYS,ONTO,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,183630843.357902,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
763,WSSEC:WS:XNYS:ORA,WS:XNYS:ORA,XNYS,ORA,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,76850296.970716,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
764,WSSEC:WS:XNYS:ORI,WS:XNYS:ORI,XNYS,ORI,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,42801447.920670,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
765,WSSEC:WS:XNYS:OSK,WS:XNYS:OSK,XNYS,OSK,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,57514318.146340,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
766,WSSEC:WS:XNYS:OTIS,WS:XNYS:OTIS,XNYS,OTIS,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,192867690.6,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
767,WSSEC:WS:XNYS:OVV,WS:XNYS:OVV,XNYS,OVV,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,153045149.302868,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
768,WSSEC:WS:XNYS:OXY,WS:XNYS:OXY,XNYS,OXY,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,356290343.52,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
769,WSSEC:WS:XNYS:P,WS:XNYS:P,XNYS,P,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,257609227.231889,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
770,WSSEC:WS:XNYS:PAG,WS:XNYS:PAG,XNYS,PAG,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,55800540.583876,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
771,WSSEC:WS:XNYS:PATH,WS:XNYS:PATH,XNYS,PATH,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,819170337.722100,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
772,WSSEC:WS:XNYS:PB,WS:XNYS:PB,XNYS,PB,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,50619926.384494,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
773,WSSEC:WS:XNYS:PBF,WS:XNYS:PBF,XNYS,PBF,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,178815757.463306,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
774,WSSEC:WS:XNYS:PCG,WS:XNYS:PCG,XNYS,PCG,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,370621668.23,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
775,WSSEC:WS:XNYS:PEG,WS:XNYS:PEG,XNYS,PEG,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,134307111.34,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
776,WSSEC:WS:XNYS:PEN,WS:XNYS:PEN,XNYS,PEN,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,78418848.619615,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
777,WSSEC:WS:XNYS:PEP,WS:XNYS:PEP,XNYS,PEP,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,750643084.04,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
778,WSSEC:WS:XNYS:PFE,WS:XNYS:PFE,XNYS,PFE,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,798440668.71,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
779,WSSEC:WS:XNYS:PFGC,WS:XNYS:PFGC,XNYS,PFGC,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,120160995.933734,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
780,WSSEC:WS:XNYS:PG,WS:XNYS:PG,XNYS,PG,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,979104596.77,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
781,WSSEC:WS:XNYS:PGR,WS:XNYS:PGR,XNYS,PGR,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,359473458.42,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
782,WSSEC:WS:XNYS:PH,WS:XNYS:PH,XNYS,PH,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,506411221.05,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
783,WSSEC:WS:XNYS:PHM,WS:XNYS:PHM,XNYS,PHM,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,130834613.35,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
784,WSSEC:WS:XNYS:PII,WS:XNYS:PII,XNYS,PII,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,40443384.652626,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
785,WSSEC:WS:XNYS:PINS,WS:XNYS:PINS,XNYS,PINS,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,207261055.745657,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
786,WSSEC:WS:XNYS:PKG,WS:XNYS:PKG,XNYS,PKG,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,107628874.34,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
787,WSSEC:WS:XNYS:PLNT,WS:XNYS:PLNT,XNYS,PLNT,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,72065270.145537,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
788,WSSEC:WS:XNYS:PLTR,WS:XNYS:PLTR,XNYS,PLTR,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,4732004324.19,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
789,WSSEC:WS:XNYS:PM,WS:XNYS:PM,XNYS,PM,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,649325332.24,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
790,WSSEC:WS:XNYS:PNC,WS:XNYS:PNC,XNYS,PNC,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,287682965.97,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
791,WSSEC:WS:XNYS:PNFP,WS:XNYS:PNFP,XNYS,PNFP,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,74561725.365378,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
792,WSSEC:WS:XNYS:PNW,WS:XNYS:PNW,XNYS,PNW,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,78666831.34,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
793,WSSEC:WS:XNYS:POR,WS:XNYS:POR,XNYS,POR,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,38808461.793288,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
794,WSSEC:WS:XNYS:POST,WS:XNYS:POST,XNYS,POST,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,63136722.414166,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
795,WSSEC:WS:XNYS:PPG,WS:XNYS:PPG,XNYS,PPG,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,118033722.28,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
796,WSSEC:WS:XNYS:PPL,WS:XNYS:PPL,XNYS,PPL,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,217985711.47,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
797,WSSEC:WS:XNYS:PR,WS:XNYS:PR,XNYS,PR,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,196396300.885031,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
798,WSSEC:WS:XNYS:PRI,WS:XNYS:PRI,XNYS,PRI,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,46615898.815306,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
799,WSSEC:WS:XNYS:PSN,WS:XNYS:PSN,XNYS,PSN,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,44585722.017043,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
800,WSSEC:WS:XNYS:PSX,WS:XNYS:PSX,XNYS,PSX,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,558808669.2,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
801,WSSEC:WS:XNYS:PVH,WS:XNYS:PVH,XNYS,PVH,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,65170210.103189,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
802,WSSEC:WS:XNYS:PWR,WS:XNYS:PWR,XNYS,PWR,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,573070489.71,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
803,WSSEC:WS:XNYS:R,WS:XNYS:R,XNYS,R,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,50525314.591663,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
804,WSSEC:WS:XNYS:RBA,WS:XNYS:RBA,XNYS,RBA,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,123538763.559650,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
805,WSSEC:WS:XNYS:RBC,WS:XNYS:RBC,XNYS,RBC,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,124130086.667215,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
806,WSSEC:WS:XNYS:RF,WS:XNYS:RF,XNYS,RF,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,179404963.44,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
807,WSSEC:WS:XNYS:RGA,WS:XNYS:RGA,XNYS,RGA,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,55588951.567971,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
808,WSSEC:WS:XNYS:RH,WS:XNYS:RH,XNYS,RH,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,82037142.147535,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
809,WSSEC:WS:XNYS:RJF,WS:XNYS:RJF,XNYS,RJF,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,160125498.35,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
810,WSSEC:WS:XNYS:RL,WS:XNYS:RL,XNYS,RL,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,191827085.51,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
811,WSSEC:WS:XNYS:RLI,WS:XNYS:RLI,XNYS,RLI,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,27289741.741713,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
812,WSSEC:WS:XNYS:RMD,WS:XNYS:RMD,XNYS,RMD,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,263144293.11,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
